price,class,weight,condition,taste grade,size,age,type,origin
0.9,4,217,3,8,218,9,Hass,Peru
0.67,3,102,4,7,103,21,Gwen,Spain
0.67,3,176,5,7,177,28,Hass,Other
0.77,3,186,3,7,187,14,Pinkerton,Peru
0.75,2,114,3,7,115,21,Gwen,South Africa
0.78,3,167,3,7,132,11,Pinkerton,South Africa
0.83,2,171,4,7,152,32,Pinkerton,Other
0.53,1,50,1,5,51,31,Pinkerton,Israel
0.63,3,147,3,7,103,21,Pinkerton,South Africa
0.68,4,137,3,7,108,22,Reed,Spain
0.83,6,347,3,7,348,32,Gwen,Spain
0.76,3,165,3,7,166,37,Pinkerton,Peru
0.79,3,118,3,6,104,27,Pinkerton,Peru
1.04,6,311,5,7,182,33,Reed,South Africa
0.94,3,208,4,8,154,16,Pinkerton,Peru
0.68,3,160,2,7,161,38,Pinkerton,Other
1.18,3,238,5,9,166,30,Reed,Peru
0.89,4,163,5,7,99,34,Reed,UK
0.8,4,191,3,7,192,15,Hass,Other
0.78,4,314,3,7,231,9,Pinkerton,Other
0.77,3,125,3,7,126,15,Reed,Chile
0.9,3,199,3,8,200,5,Pinkerton,Other
0.7,4,211,3,8,118,15,Pinkerton,South Africa
0.76,4,249,3,9,250,7,Gwen,Peru
0.78,2,80,3,6,81,27,Gwen,Other
0.8,3,236,3,7,237,7,Pinkerton,Israel
0.75,3,177,3,7,178,9,Reed,Peru
1,4,271,3,9,272,7,Pinkerton,Peru
0.89,5,194,4,7,195,27,Reed,Israel
1.31,4,345,4,10,244,20,Hass,Israel
1.57,4,344,3,10,253,2,Reed,Peru
1.07,4,241,4,7,179,21,Pinkerton,Chile
1.24,4,229,3,9,230,14,Reed,Spain
0.91,3,103,3,7,104,31,Pinkerton,South Africa
1.05,4,229,4,9,230,11,Pinkerton,South Africa
1,3,149,4,7,150,38,Pinkerton,Peru
1.39,4,237,5,9,128,24,Gwen,Other
0.98,4,193,4,8,194,35,Hass,Israel
1.02,2,160,5,7,86,34,Reed,Other
0.95,4,224,3,7,225,11,Reed,Peru
0.78,2,77,5,5,78,32,Gwen,South Africa
1.08,3,230,3,8,231,17,Pinkerton,Israel
1.13,4,340,3,9,341,6,Hass,South Africa
0.6,2,90,3,6,91,34,Gwen,South Africa
0.82,3,145,3,8,104,8,Gwen,Spain
0.9,4,224,3,8,225,5,Gwen,South Africa
0.89,4,178,3,8,179,9,Gwen,Chile
0.79,4,232,3,8,233,5,Reed,South Africa
0.75,3,159,3,8,160,19,Gwen,South Africa
0.57,3,99,3,7,100,28,Hass,Peru
0.94,3,260.5,3,8,136.5,6,Gwen,Chile
0.98,5,287,3,7,166,15,Pinkerton,South Africa
1.34,5,518,3,11,408,6,Reed,Chile
0.9,4,218,3,7,103,40,Hass,South Africa
0.73,2,85,3,7,86,24,Pinkerton,Other
1.45,4,405,3,11,337,10,Gwen,Israel
1,4,225,3,7,166,37,Pinkerton,Other
1.39,6,310,3,11,311,14,Reed,Other
0.65,2,174.7,4,6,175.7,24,Pinkerton,Chile
0.68,4,241,3,8,242,6,Hass,South Africa
0.79,4,207,4,7,126,21,Gwen,Israel
1.09,5,186,3,7,154,33,Gwen,UK
0.71,3,95,3,7,84,25,Reed,Spain
0.71,3,106,4,6,107,23,Reed,Spain
0.7,2,88,4,7,89,25,Gwen,Spain
0.92,4,255,3,9,256,6,Pinkerton,Israel
0.71,2,155,3,8,156,4,Pinkerton,Other
0.91,3,159,4,7,130,31,Gwen,Peru
0.94,3,165,5,7,105,37,Reed,Chile
0.78,4,243,3,8,244,6,Gwen,South Africa
1.13,3,181,5,7,132,20,Gwen,Spain
0.68,4,289,3,8,290,9,Reed,Israel
0.78,3,128,4,7,129,12,Pinkerton,Israel
1.07,7,341,4,8,214,38,Reed,Other
1.11,3,222,3,8,171,35,Reed,Other
0.78,3,106,3,8,107,22,Reed,Other
0.65,3,112,4,7,113,21,Pinkerton,South Africa
0.85,4,268,3,8,269,5,Pinkerton,Israel
0.8,4,177,3,7,178,24,Hass,Chile
0.85,3,295,4,7,232,34,Hass,Israel
0.96,2,126,4,7,85,23,Gwen,South Africa
0.79,3,143,5,7,144,16,Reed,South Africa
1.07,4,273,3,9,274,11,Gwen,Spain
0.98,4,327,3,9,212,10,Pinkerton,Chile
0.64,4,172,5,7,173,20,Hass,South Africa
0.75,3,127,4,7,128,19,Pinkerton,Other
0.89,4,326,3,8,197,14,Pinkerton,Peru
0.88,4,205,3,8,206,11,Hass,South Africa
0.89,4,205,3,8,206,18,Pinkerton,Other
1.22,4,358,3,10,359,12,Reed,Israel
0.91,4,196,4,9,197,12,Reed,South Africa
0.77,2,84,3,6,85,24,Gwen,Israel
0.85,3,130,4,8,131,19,Hass,Peru
0.79,3,126,3,7,127,6,Hass,Other
0.63,3,165,3,7,166,12,Reed,Israel
0.67,3,171,3,7,172,11,Reed,Peru
0.59,3,118,3,7,119,18,Gwen,Peru
0.99,3,278,3,8,279,14,Reed,Other
0.71,2,95,4,6,96,37,Reed,UK
1.7,5,362,3,10,280,21,Reed,Spain
0.76,3,214,3,8,215,11,Pinkerton,Spain
0.73,4,192,3,8,102,7,Hass,South Africa
0.65,2,75,3,6,76,35,Pinkerton,Israel
1.01,3,206,3,8,191,6,Gwen,Israel
1.21,3,238,4,8,239,19,Reed,Peru
0.7,2,75,3,7,76,24,Hass,Chile
0.67,3,116,2,7,93,12,Hass,Peru
0.61,3,105,3,6,106,26,Reed,Chile
0.61,3,174,4,7,107,14,Gwen,Peru
0.88,4,205,3,8,155,11,Gwen,Peru
0.77,3,198,4,7,132,24,Hass,Spain
0.74,3,169,3,8,116,2,Reed,Peru
1.22,4,232,4,9,233,37,Pinkerton,South Africa
1.68,3,248,3,10,214,27,Gwen,Peru
1.26,4,229,4,9,213,21,Reed,Peru
1.11,5,318,4,10,319,10,Pinkerton,Chile
1.24,7,347,4,9,348,13,Gwen,Other
0.96,4,154,5,7,155,39,Pinkerton,Spain
2.01,5,280,3,9,281,19,Pinkerton,Israel
0.69,3,105,3,7,106,22,Hass,Peru
0.69,3,148,4,7,149,17,Hass,South Africa
1,3,101,5,6,102,26,Hass,South Africa
0.84,3,166,4,8,167,18,Pinkerton,South Africa
0.94,5,276,3,7,139,21,Reed,Spain
0.56,2,104,3,6,105,24,Gwen,Peru
0.84,4,222,4,8,223,19,Hass,Chile
0.59,3,127,3,6,128,22,Pinkerton,Chile
1.05,3,296,3,10,297,10,Reed,Peru
0.6,3,133,3,7,134,11,Pinkerton,Peru
0.73,2,121,3,8,122,2,Gwen,South Africa
0.66,4,212,3,7,213,7,Reed,South Africa
0.64,3,209,4,7,210,24,Pinkerton,Other
0.72,3,268,3,8,269,10,Reed,South Africa
0.76,4,179,3,7,123,11,Reed,South Africa
0.76,3,195,3,7,126,21,Reed,Chile
0.99,5,374,4,9,375,14,Hass,Peru
0.69,3,114,5,7,115,23,Gwen,Chile
1.04,3,248,3,9,249,7,Reed,Chile
0.65,5,258,3,7,142,19,Gwen,Spain
1.06,3,229,4,7,150,20,Gwen,Chile
0.83,4,232,4,7,133,15,Gwen,Peru
0.79,3,253,3,8,254,8,Pinkerton,Other
0.61,4,140,3,7,141,17,Gwen,South Africa
0.85,3,206,3,8,141,4,Gwen,South Africa
1.04,3,164,5,7,165,37,Pinkerton,Chile
0.74,4,196,3,6,197,14,Pinkerton,Spain
0.75,5,300,4,7,151,20,Hass,Peru
1.23,3,132,4,7,133,22,Gwen,Chile
1.04,4,176,5,7,177,38,Reed,Spain
0.95,3,213,5,7,143,32,Pinkerton,Peru
0.65,3,139,3,7,140,11,Pinkerton,Peru
0.89,3,140,4,6,111,39,Reed,Peru
0.94,3,323,4,8,324,18,Pinkerton,South Africa
0.74,3,111,3,7,112,18,Reed,Israel
0.69,3,167,3,7,168,6,Hass,Israel
0.62,3,154,4,7,155,20,Pinkerton,South Africa
0.66,4,209,3,9,168,16,Pinkerton,Other
0.78,3,141,3,7,142,11,Reed,Israel
0.73,3,137,5,7,138,19,Gwen,Peru
0.98,4,191,3,8,131,22,Pinkerton,Chile
0.73,3,167.8,3,7,168.8,9,Gwen,Peru
0.62,3,96,4,6,97,14,Gwen,Peru
0.94,2,208,3,7,209,23,Gwen,South Africa
0.8,3,179,4,7,135,15,Hass,Other
0.91,3,254,3,9,255,7,Gwen,Chile
0.62,5,179,3,7,180,19,Reed,Spain
0.64,2,94,3,6,95,26,Hass,Israel
2.54,5,681,3,13,612,33,Pinkerton,South Africa
0.74,2,90,3,6,91,23,Hass,Chile
1,4,190,3,8,115,15,Gwen,Spain
0.67,3,144,3,7,105,22,Hass,South Africa
0.69,3,207,4,7,143,16,Hass,Spain
0.83,4,224,4,7,115,16,Reed,Other
0.78,4,332,4,7,333,5,Pinkerton,Spain
1.19,4,195,3,8,134,24,Reed,Israel
0.75,3,124,3,6,80,26,Pinkerton,Israel
0.72,4,183,3,7,184,6,Gwen,Israel
0.98,3,174,3,8,175,39,Reed,Other
1.07,3,141,4,7,142,23,Gwen,UK
0.84,4,205,4,7,119,11,Pinkerton,Spain
1.01,4,322,3,10,323,9,Gwen,Peru
0.78,3,196,5,6,99,36,Gwen,Israel
0.59,3,107,4,7,108,17,Pinkerton,Spain
0.7,5,282,4,7,142,18,Pinkerton,Peru
0.77,4,406,3,9,204,10,Hass,South Africa
0.72,2,80,4,6,81,32,Reed,Other
0.61,3,126,3,7,127,14,Reed,South Africa
0.72,3,242,3,8,243,10,Gwen,South Africa
0.67,1,81,4,7,82,13,Hass,South Africa
0.9,3,160,3,7,112,24,Gwen,Chile
0.79,4,135,4,7,136,19,Pinkerton,Spain
0.61,3,97,3,6,98,18,Pinkerton,Israel
0.9,2,178,4,7,109,24,Hass,Other
0.62,3,135,3,7,136,10,Gwen,Spain
0.64,3,184,4,8,128,16,Reed,Israel
0.81,5,255,4,8,159,15,Gwen,Peru
1.24,4,170,3,8,171,30,Reed,South Africa
0.73,3,243,5,8,174,13,Gwen,Spain
0.77,5,274,3,7,222,19,Pinkerton,Spain
0.62,3,156,4,7,105,19,Reed,Peru
0.61,2,104,3,7,105,22,Pinkerton,South Africa
0.65,4,182,5,7,183,17,Reed,Israel
1.04,3,183.3,3,9,184.3,7,Hass,Chile
0.8,3,216,3,8,217,9,Gwen,Other
0.87,3,210,3,9,152,7,Gwen,Other
0.75,3,137,3,7,138,17,Gwen,South Africa
0.79,2,141.4,3,8,142.4,11,Hass,Spain
1.27,5,411.5,3,9,412.5,2,Reed,Peru
0.6,3,155,4,7,156,24,Gwen,Chile
1.14,4,210,3,8,176,30,Hass,Israel
0.67,3,116,4,7,117,9,Reed,Other
0.71,5,359.7,3,7,360.7,5,Reed,Chile
0.55,3,123,3,7,124,20,Hass,Israel
0.7,4,219,5,8,220,14,Gwen,Israel
0.75,3,104,4,7,105,18,Hass,Spain
2.17,5,469,3,9,305,31,Hass,Israel
0.93,4,227,5,8,173,15,Reed,South Africa
0.61,4,195,4,8,196,14,Reed,Other
0.7,3,188,3,8,189,9,Reed,South Africa
1.01,4,285,3,9,286,6,Hass,Other
0.58,2,116,3,7,117,24,Pinkerton,South Africa
0.65,3,137,4,7,138,18,Hass,Other
1.04,4,326,3,10,327,8,Reed,Israel
0.94,7,317,3,8,318,17,Hass,South Africa
0.62,0,39,2,4,40,22,Gwen,Peru
1.24,5,345,3,11,346,9,Hass,Israel
0.83,2,149,3,8,150,12,Hass,South Africa
1.02,3,146,4,7,147,19,Hass,Chile
0.66,3,130,3,7,131,19,Gwen,South Africa
0.74,3,130,3,7,131,19,Gwen,Peru
0.61,4,154,4,7,105,14,Reed,Spain
0.93,4,213,4,8,214,19,Hass,Peru
0.85,2,135,3,8,136,4,Hass,Peru
1.15,5,245,3,8,178,23,Pinkerton,South Africa
1.41,4,194,4,9,195,32,Hass,Israel
1.13,5,289,3,9,290,6,Reed,Other
0.65,3,168,3,8,135,10,Hass,Other
0.67,4,196,4,8,123,12,Pinkerton,Peru
0.63,3,159,3,7,120,14,Gwen,Peru
0.65,4,139,3,7,140,21,Reed,Peru
0.71,4,244,3,8,162,14,Hass,Other
0.64,4,185,4,7,155,14,Gwen,Chile
0.72,4,280,3,8,281,9,Hass,Chile
1.22,3,378,3,10,379,11,Reed,Israel
0.66,3,191,4,7,101,13,Reed,Other
0.7,4,246,3,7,124,17,Hass,South Africa
0.64,1,81,3,7,60,28,Reed,Chile
0.91,3,190,4,7,151,26,Reed,Spain
1.24,2,349,3,10,233,13,Hass,Israel
0.74,3,220,5,8,158,11,Gwen,Chile
0.71,3,119,4,7,120,17,Reed,Other
1.04,3,204,4,8,205,12,Hass,Spain
0.84,4,240,3,8,241,7,Gwen,Chile
0.69,3,167,3,7,168,8,Pinkerton,Chile
0.64,2,99,3,6,100,37,Pinkerton,Chile
0.7,3,292,4,7,293,19,Pinkerton,South Africa
0.9,3,184,3,8,185,16,Pinkerton,Peru
0.72,2,91,4,7,92,38,Pinkerton,Other
0.94,5,295,3,8,296,5,Reed,Other
0.65,3,124,4,7,125,22,Pinkerton,Chile
0.63,4,198,3,7,199,8,Gwen,Spain
0.58,3,120,4,7,121,17,Pinkerton,Peru
0.76,3,128,3,7,129,13,Reed,Chile
0.83,4,315,3,9,316,5,Hass,Other
1.12,5,350,3,10,351,8,Hass,Israel
0.91,3,168,4,7,169,23,Gwen,South Africa
0.78,3,136,3,7,137,11,Pinkerton,Other
0.68,3,211,3,8,154,13,Reed,Chile
0.89,2,203.4,5,7,116.9,24,Hass,Israel
0.66,3,190,3,7,113,20,Gwen,Chile
0.81,4,238,3,6,148,31,Pinkerton,Peru
1.22,5,405,4,9,224,11,Reed,Israel
0.82,2,112,3,8,113,7,Gwen,Chile
0.96,4,285,3,8,213,7,Gwen,Peru
0.85,4,236,3,8,165,19,Reed,Spain
0.96,5,254,3,8,128,19,Pinkerton,Peru
0.81,3,116,3,7,105,26,Hass,South Africa
1.02,4,271,3,10,223,4,Gwen,Peru
2.04,5,312,4,9,313,17,Pinkerton,South Africa
2.08,5,312,4,9,313,17,Pinkerton,Spain
1.14,3,187,4,7,188,23,Gwen,Spain
0.64,3,101,5,7,102,22,Pinkerton,Chile
1.13,3,298,3,11,299,10,Pinkerton,Chile
0.74,4,242,3,8,243,5,Reed,Chile
1.32,4,383,3,9,384,2,Gwen,Other
0.98,3,304,3,10,305,9,Gwen,Chile
0.61,2,146,3,7,147,13,Reed,Peru
0.68,5,194,3,8,121,4,Hass,Spain
1.25,4,378,3,10,379,6,Hass,Other
0.73,4,195,3,7,196,5,Pinkerton,Other
1,3,245,3,9,246,7,Reed,Spain
0.65,4,173,4,5,174,22,Pinkerton,South Africa
0.8,4,169,3,8,170,30,Pinkerton,South Africa
1.62,3,255,3,10,256,13,Reed,Peru
0.93,4,229,3,9,230,11,Gwen,South Africa
0.73,4,271,4,7,186,19,Gwen,Peru
0.65,4,188,4,7,119,14,Pinkerton,South Africa
0.97,4,293,3,8,294,2,Reed,Israel
0.9,3,311,3,9,312,6,Gwen,South Africa
1.19,4,348,3,10,349,10,Pinkerton,Chile
0.96,2,111,3,7,112,20,Pinkerton,Spain
0.98,4,244,4,7,189,21,Gwen,Spain
0.69,4,228,3,7,129,21,Gwen,Chile
0.62,3,90,3,6,80,25,Pinkerton,South Africa
0.79,4,198,3,7,134,17,Reed,Israel
0.71,3,336,4,7,183,11,Gwen,Other
0.91,5,234,3,8,235,16,Pinkerton,Peru
0.76,4,311,3,8,312,6,Gwen,South Africa
0.81,2,98,3,6,99,39,Gwen,South Africa
0.66,4,148,3,7,149,26,Gwen,Spain
0.83,3,180,4,8,181,15,Pinkerton,Spain
0.81,2,213,3,8,151,25,Gwen,Chile
0.95,2,127,3,7,111,40,Pinkerton,Spain
0.61,2,115,3,7,116,5,Reed,Chile
0.7,3,184,3,8,185,3,Pinkerton,South Africa
1.28,4,318,4,9,207,14,Reed,Peru
1.28,5,151,4,7,152,25,Hass,Israel
0.87,4,307,3,8,308,5,Hass,Spain
0.8,3,180,3,8,181,12,Hass,Peru
0.81,3,154,3,8,155,12,Pinkerton,Peru
0.93,3,233,3,8,198,13,Gwen,Chile
0.72,4,140,3,7,141,22,Pinkerton,South Africa
0.84,4,284.6,3,8,198.6,7,Gwen,Israel
1.77,4,583,3,11,584,5,Gwen,South Africa
1.07,3,338,3,8,339,18,Gwen,Israel
0.71,3,144,4,8,145,17,Hass,South Africa
0.91,3,174,3,8,175,4,Reed,Spain
0.63,3,147,4,7,148,21,Hass,Israel
0.88,3,281,3,8,282,6,Reed,Spain
0.75,4,209,3,7,136,9,Gwen,Other
1.13,4,411,4,10,258,14,Hass,South Africa
1.12,5,323,3,9,236,6,Reed,Peru
0.96,4,260.1,3,9,261.1,8,Reed,Peru
1.02,3,207,3,8,135,22,Gwen,Other
0.61,3,166,3,7,128,21,Pinkerton,South Africa
0.94,4,159,3,7,160,32,Reed,Chile
1.16,3,186,3,8,132,23,Reed,Israel
0.55,3,142,4,6,143,22,Reed,Other
0.83,3,124,4,6,97,37,Reed,Chile
0.81,4,250,4,8,160,14,Reed,UK
0.91,4,264,3,8,265,7,Pinkerton,Spain
0.91,3,144,4,7,145,37,Hass,Other
1.1,5,303,3,9,214,15,Hass,South Africa
1.17,3,182,4,7,183,23,Pinkerton,Peru
0.84,3,222,3,9,165,13,Hass,Other
0.71,3,243,4,7,142,14,Hass,South Africa
0.9,3,167,4,8,168,19,Gwen,Peru
0.75,3,118,4,7,95,13,Reed,Peru
0.76,3,162,3,7,122,15,Reed,Other
0.98,2,103,5,8,104,31,Pinkerton,Spain
0.97,4,290,3,9,291,4,Reed,Spain
1.02,3,342,3,9,172,19,Pinkerton,Peru
0.7,3,171,4,8,172,19,Gwen,Israel
0.63,3,158,4,6,159,21,Hass,Israel
0.77,3,123,3,7,100,12,Pinkerton,Israel
0.89,5,220,5,7,143,35,Gwen,Chile
0.87,5,257,3,8,148,23,Pinkerton,Peru
1.3,4,332,4,10,205,14,Pinkerton,Peru
0.74,3,109,4,7,110,22,Hass,Israel
1.02,5,297,4,8,298,14,Gwen,Other
0.87,3,197,4,8,198,17,Reed,Spain
0.79,4,322,3,9,246,10,Gwen,Peru
0.7,3,160,3,7,161,18,Hass,UK
0.66,2,67,5,6,68,26,Reed,Chile
1.11,4,236,5,7,167,36,Pinkerton,Other
0.78,3,215,3,7,155,24,Hass,Israel
0.79,2,62,3,6,63,31,Pinkerton,South Africa
0.81,4,173,5,7,174,24,Gwen,Chile
0.81,5,250,3,7,105,19,Pinkerton,Spain
0.62,3,99,3,6,100,26,Pinkerton,Chile
1.08,3,142,5,8,143,39,Hass,Peru
0.8,3,217,4,8,218,14,Hass,Other
0.81,4,188,3,8,189,23,Pinkerton,South Africa
0.61,3,130,3,7,131,16,Hass,Israel
1.03,3,236,5,7,194,31,Reed,Spain
0.67,3,178,4,8,179,21,Hass,South Africa
1.11,2,216,3,8,217,5,Gwen,Israel
0.7,2,95,3,7,96,24,Reed,Peru
0.79,3,168,3,8,169,12,Reed,Israel
0.89,4,229,3,9,230,5,Reed,South Africa
1.33,4,414,3,11,415,5,Pinkerton,South Africa
1.42,4,392,3,8,393,2,Reed,Spain
0.92,3,150,4,7,151,23,Hass,Peru
0.87,3,172,3,7,115,14,Hass,South Africa
0.7,4,264.1,3,7,265.1,7,Reed,Other
0.94,3,493,3,9,394,13,Reed,Peru
0.82,3,246,4,8,153,6,Reed,Spain
0.65,4,199.5,4,8,200.5,13,Reed,Other
1.09,3,301,3,10,302,7,Reed,South Africa
0.78,3,127,3,7,128,23,Hass,South Africa
0.9,4,308,3,9,309,6,Reed,Israel
0.63,3,167,3,7,168,10,Reed,Other
0.67,3,147,3,7,148,11,Pinkerton,Chile
0.82,3,173,3,7,127,15,Hass,Israel
0.59,3,107,4,7,108,17,Pinkerton,Peru
0.63,3,166,4,7,109,20,Gwen,Israel
1.03,4,241,4,8,242,18,Reed,South Africa
0.8,3,104,3,7,105,4,Pinkerton,Peru
0.87,2,97,4,7,98,35,Pinkerton,Spain
1.45,5,291,3,8,292,27,Gwen,South Africa
0.9,3,234,4,8,235,18,Reed,Peru
0.72,3,188,3,7,134,12,Hass,Spain
0.94,2,111,3,6,98,36,Reed,Israel
1.08,4,279,3,9,280,8,Hass,Peru
0.71,4,159,3,8,160,6,Hass,Israel
1.61,6,570,4,10,286,14,Reed,Peru
0.64,4,120,3,6,107,34,Pinkerton,Peru
0.72,3,320,3,8,237,14,Gwen,Other
0.66,3,151,4,7,116,9,Pinkerton,Israel
1.05,3,188,3,7,189,14,Pinkerton,South Africa
1.53,4,307,4,8,208,27,Reed,Other
0.83,4,211,4,8,212,15,Hass,Peru
0.72,3,235,3,9,236,10,Gwen,South Africa
0.94,4,327,3,8,167,8,Reed,Israel
0.77,4,222,3,7,133,34,Hass,Peru
1.73,4,599,3,11,600,5,Hass,Peru
0.82,3,176,4,7,177,12,Reed,Israel
0.74,4,220,5,7,113,23,Gwen,South Africa
0.64,4,155,3,6,156,21,Pinkerton,Chile
1.37,4,507,3,11,508,7,Hass,Other
0.79,2,104,3,8,105,4,Gwen,Chile
1.35,3,256,5,8,167,31,Reed,Israel
1,3,185,3,8,186,23,Gwen,South Africa
0.82,3,209,3,7,180,22,Pinkerton,Israel
0.84,3,201,3,8,140,2,Reed,Chile
0.97,4,251.8,3,8,252.8,5,Gwen,Peru
0.94,3,281,3,8,205,11,Gwen,Peru
0.96,3,260,3,9,261,12,Pinkerton,Other
1.05,3,206,3,8,117,22,Pinkerton,Peru
1.16,3,292,4,8,293,7,Hass,Other
0.8,4,213,4,8,214,11,Gwen,Israel
0.82,3,229,3,8,143,24,Hass,Other
1.06,3,123,3,7,124,31,Gwen,Israel
1.06,3,202,4,9,203,20,Gwen,South Africa
0.64,3,143,3,7,100,13,Gwen,Peru
0.99,2,227,3,7,183,4,Hass,Peru
0.68,4,191,3,8,192,9,Reed,Chile
0.97,3,178,3,7,179,22,Gwen,South Africa
0.69,4,269,3,7,270,4,Gwen,South Africa
0.73,3,133,4,7,134,15,Hass,Spain
0.83,4,306,4,8,171,17,Hass,Israel
0.83,3,176,3,8,177,4,Pinkerton,Chile
0.63,3,157,3,7,158,20,Pinkerton,Spain
0.62,2,96,3,6,82,28,Pinkerton,Israel
0.72,3,168,3,7,169,10,Gwen,Israel
1.11,2,144,3,7,145,31,Hass,Other
0.73,3,196,3,8,161,13,Hass,Chile
0.83,4,179,4,7,85,37,Hass,Chile
1.13,3,256,4,9,257,11,Gwen,South Africa
0.76,2,101,4,7,102,34,Gwen,Peru
0.85,4,256,3,7,191,19,Hass,Spain
0.78,2,120,3,7,81,39,Reed,UK
1.25,3,391,3,10,392,7,Reed,Other
1.14,4,226,3,9,227,18,Pinkerton,Other
0.83,3,211,4,8,212,14,Reed,Other
1.41,4,334,3,10,335,8,Pinkerton,Other
0.65,3,140,3,6,141,25,Pinkerton,South Africa
0.9,4,176,3,7,177,11,Gwen,Spain
0.84,3,201,4,8,202,11,Hass,Peru
0.95,4,230,5,8,156,35,Reed,Other
0.91,5,251,4,7,161,19,Reed,Chile
0.89,3,134,5,7,135,38,Pinkerton,Peru
0.79,3,156,3,7,157,19,Reed,Chile
0.77,4,335,3,7,215,13,Gwen,Chile
1.02,4,371,3,9,372,7,Gwen,Chile
0.69,4,243,3,8,244,6,Pinkerton,Israel
0.85,3,243,3,8,164,14,Reed,UK
0.85,3,210,3,8,211,12,Hass,South Africa
0.82,2,188,3,9,189,11,Hass,Peru
1.11,3,163,5,8,164,34,Hass,Spain
1.14,4,164,3,7,165,32,Pinkerton,Peru
0.83,4,231,3,8,168,10,Pinkerton,Chile
0.89,2,193,3,8,194,6,Reed,Peru
1.54,4,475,3,10,361,5,Hass,Israel
0.69,4,230,2,7,166,20,Hass,South Africa
0.69,2,105,3,7,106,5,Gwen,Peru
0.63,2,150,3,6,151,24,Pinkerton,Spain
0.61,3,115,4,6,116,21,Reed,Israel
0.61,4,192,3,7,138,20,Hass,Other
1.05,4,366,3,10,367,10,Pinkerton,Other
0.64,3,172,4,7,115,13,Pinkerton,Chile
0.89,3,210,3,8,148,24,Pinkerton,South Africa
0.68,4,240,3,8,241,6,Reed,Israel
0.86,3,254,3,10,255,10,Reed,Chile
0.6,4,208,4,7,106,18,Hass,Israel
1.24,5,340,3,10,341,7,Hass,Chile
0.68,4,220,3,8,221,14,Reed,South Africa
0.88,5,214,3,7,121,19,Hass,South Africa
0.86,5,385,3,9,304,6,Pinkerton,Other
1.08,4,427,3,9,307,6,Gwen,Spain
0.64,3,134,4,7,135,15,Reed,Peru
0.61,1,110,4,8,111,14,Hass,UK
1.02,5,287,3,9,288,5,Hass,Peru
0.81,2,132,3,7,133,22,Pinkerton,South Africa
1.07,6,215,3,7,128,23,Pinkerton,Peru
1.02,4,247,3,7,149,27,Gwen,Israel
0.64,4,191,4,7,101,13,Gwen,Other
0.7,3,213,3,7,214,6,Reed,South Africa
0.91,4,224,4,9,225,10,Hass,Chile
1.07,5,180,4,7,169,27,Reed,Peru
0.98,3,216,4,8,141,24,Hass,Chile
0.88,4,314,3,8,315,6,Reed,Spain
0.79,3,192,3,8,193,7,Hass,Chile
0.63,3,105,5,7,106,22,Reed,Peru
1.28,4,369.5,3,9,370.5,2,Hass,Israel
0.84,4,391,3,9,272,7,Reed,Chile
1.11,4,301,3,8,302,3,Pinkerton,Spain
0.74,4,137,3,7,91,16,Gwen,Spain
0.8,4,208,3,8,125,14,Gwen,Chile
0.76,3,225,3,7,226,5,Pinkerton,Israel
0.75,5,212,4,7,133,26,Pinkerton,Other
0.74,5,222,3,7,223,6,Gwen,Peru
0.87,3,144,5,8,145,11,Reed,Peru
0.57,3,91,3,7,92,17,Reed,Chile
0.83,3,127,3,7,128,33,Gwen,Other
0.78,3,248,3,9,249,7,Hass,Peru
1.53,6,263,5,9,252,40,Reed,Spain
1.13,3,241,3,9,185,12,Gwen,Chile
1.71,4,293,4,9,232,19,Pinkerton,South Africa
0.84,3,157,3,8,119,11,Gwen,Other
0.66,4,190,3,7,121,21,Reed,South Africa
0.68,6,259,4,8,140,14,Pinkerton,Other
1.18,4,381,3,9,382,4,Pinkerton,Israel
0.93,3,229,3,9,230,6,Pinkerton,Spain
0.95,1,122,4,8,123,25,Gwen,South Africa
0.63,3,110,4,7,111,17,Hass,Israel
0.76,4,281,3,8,282,6,Pinkerton,Peru
0.57,3,89,3,6,90,21,Reed,Spain
0.6,3,128,3,7,129,19,Reed,South Africa
0.69,3,232,3,8,233,10,Reed,South Africa
0.67,3,172,3,8,173,12,Pinkerton,Peru
0.66,3,153,4,7,105,18,Hass,Spain
0.59,3,158,3,7,159,14,Hass,Chile
0.96,3,136,5,6,137,25,Hass,Other
1.42,4,268,3,8,269,39,Gwen,Chile
0.83,3,164,3,8,165,9,Gwen,South Africa
1.14,3,252,5,8,171,25,Gwen,South Africa
0.97,3,140,3,9,141,5,Pinkerton,Spain
0.96,4,230,3,9,231,12,Pinkerton,Israel
0.61,3,190,3,7,127,20,Hass,Other
0.88,3,200,4,8,126,14,Gwen,South Africa
0.63,2,90,3,6,91,24,Pinkerton,South Africa
1.07,4,298,3,9,290,7,Gwen,Chile
0.71,4,185,5,7,186,19,Pinkerton,Chile
0.87,4,157,3,7,158,33,Gwen,Other
0.59,2,67,4,6,68,24,Reed,Peru
1.09,4,266,3,7,267,22,Hass,Spain
0.73,3,211,4,8,212,10,Reed,Chile
0.98,3,197,3,8,158,13,Reed,Israel
1.01,3,121,5,7,122,37,Pinkerton,Peru
1,4,267,3,9,268,8,Reed,Chile
1.15,3,300,3,10,301,12,Gwen,Chile
0.91,3,220,3,8,221,6,Reed,Other
0.85,3,154,2,8,121,12,Reed,Israel
1.12,3,208,3,8,209,20,Pinkerton,Other
